Title,Property Size,Bedrooms,Bathrooms,Furnishing,Region,Region Name,Region Parent Name,Is Boost,Price
5bdrm Duplex in Orchi Lekki for sale,100.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,400000000.0
4bdrm Duplex in Ikate for sale,100.0,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,370000000.0
5bdrm Duplex in Ajah for sale,100.0,5,5,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,350000000.0
6bdrm Duplex in Kado for sale,800.0,6,7,Semi Furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Diamond,800000000.0
5bdrm Duplex in Lekki Phase 1 Right for sale,450.0,5,6,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,800000000.0
5bdrm Duplex in New Oko Oba for sale,400.0,5,6,Semi Furnished,"Agege, New Oko Oba",New Oko Oba,Lagos State,Enterprise,300000000.0
5bdrm Duplex in Chevron for sale,400.0,5,6,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,530000000.0
4bdrm Duplex in Police Estate Kurudu for sale,1000.0,4,5,Semi Furnished,"Abuja (FCT), Kurudu",Kurudu,Abuja (FCT),Diamond,160000000.0
Furnished 4bdrm Duplex in Ikate Lekki Lagos for sale,250.0,4,4,Furnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,420000000.0
"Furnished 5bdrm Duplex in Lekki Lagos, Osapa london for sale",300.0,5,5,Furnished,"Lekki, Osapa london",Osapa london,Lagos State,Diamond,900000000.0
"Furnished 4bdrm Duplex in Pinnock Beach Estate, Osapa london for sale",920.0,4,4,Furnished,"Lekki, Osapa london",Osapa london,Lagos State,Diamond,850000000.0
3bdrm Block of Flats in Kaura for sale,300.0,3,3,Unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),Enterprise,140000000.0
"5bdrm Duplex in Non, Sabon Lugbe for sale",2000.0,5,5,Unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja (FCT),Diamond,180000000.0
"3bdrm Block of Flats in Peace Estate Baruwa, for sale",650.0,3,3,Semi Furnished,"Ipaja, Baruwa",Baruwa,Lagos State,Diamond,145000000.0
"5bdrm Duplex in Orchid Road, Ikota for sale",400.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,370000000.0
3bdrm Duplex in Ikota for sale,750.0,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,150000000.0
3bdrm Apartment in Ajah for sale,200.0,3,3,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,85000000.0
"Furnished 10bdrm Duplex in Command, Abule Egba for sale",600.0,10,12,Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,Diamond,330000000.0
Furnished 3bdrm Bungalow in Ogombo for sale,600.0,3,3,Furnished,"Ajah, Ogombo",Ogombo,Lagos State,Diamond,90000000.0
"4bdrm Penthouse in Wealth Estate Phase2, Sabon Lugbe for sale",500.0,4,4,Unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja (FCT),Diamond,55000000.0
"4bdrm Bungalow in Oroki Estate, Osogbo for sale",1470.0,4,4,Unfurnished,"Osun State, Osogbo",Osogbo,Osun State,Diamond,70000000.0
Furnished 4bdrm Duplex in Guzape District for sale,250.0,4,4,Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Diamond,450000000.0
5bdrm Apartment in Chevron for sale,360.0,5,5,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,480000000.0
"4bdrm Duplex in Secured Estate, Fagba for sale",400.0,4,4,Semi Furnished,"Agege, Fagba",Fagba,Lagos State,Enterprise,240000000.0
"3bdrm Bungalow in Mowe Golf Town, Obafemi-Owode for sale",300.0,3,4,Unfurnished,"Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,Diamond,78000000.0
4bdrm Duplex in Adeniyi Estate for sale,500.0,4,4,Unfurnished,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Lagos State,Diamond,450000000.0
4bdrm Duplex in Chevron for sale,600.0,4,4,Semi Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,450000000.0
4bdrm Duplex in Ikeja Residential for sale,400.0,4,5,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,260000000.0
3bdrm Apartment in Off Lekki-Epe Expressway for sale,600.0,3,3,Unfurnished,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Lagos State,Enterprise,125000000.0
Furnished 4bdrm Duplex in Chevron for sale,500.0,4,4,Furnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,220000000.0
Furnished 4bdrm Duplex in Anthony for sale,300.0,4,4,Furnished,"Maryland, Anthony Village",Anthony Village,Lagos State,Enterprise,210000000.0
3bdrm Apartment in Lekki Phase for sale,100.0,3,3,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,430000000.0
2bdrm Apartment in Lekki Phase 1 for sale,100.0,2,2,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,280000000.0
4bdrm Duplex in Ikate Lekki for sale,100.0,4,4,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,300000000.0
2bdrm Apartment in Ologolo for sale,100.0,2,2,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,Enterprise,150000000.0
"2bdrm Apartment in Oniru, Victoria Island for sale",100.0,2,2,Unfurnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,Enterprise,290000000.0
4bdrm Apartment in Abacha Estate for sale,600.0,4,4,Semi Furnished,"Ikoyi, Abacha Estate",Abacha Estate,Lagos State,Diamond,377400000.0
4bdrm Duplex in Ikeja Gra for sale,350.0,4,5,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,850000000.0
4bdrm Duplex in Idu Karmo District for sale,1000.0,4,5,Semi Furnished,"Jiwa, Idu",Idu,Abuja (FCT),Diamond,170000000.0
6bdrm Duplex in Durumi for sale,500.0,6,6,Unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),Enterprise,400000000.0
4bdrm Maisonette in Lekki Phase 1 for sale,2000.0,4,4,Unfurnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,440000000.0
"4bdrm Duplex in Lekki Toll Gate, Chevron for sale",200.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,300000000.0
3bdrm Duplex in Ikota for sale,300.0,3,3,Semi Furnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,165000000.0
"Furnished 4bdrm Bungalow in Oreyo, Ikorodu Garage for sale",648.0,4,5,Furnished,"Ikorodu, Ikorodu Garage",Ikorodu Garage,Lagos State,Diamond,65000000.0
"Furnished 12bdrm Duplex in Isuti, Igando / Ikotun/Igando for sale",648.0,12,12,Furnished,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Lagos State,Diamond,100000000.0
"8bdrm Duplex in Navy Estate, Karshi for sale",1400.0,8,8,Semi Furnished,"Abuja (FCT), Karshi",Karshi,Abuja (FCT),Enterprise,170000000.0
5bdrm Duplex in Amuwo-Odofin for sale,600.0,5,5,Unfurnished,"Lagos State, Amuwo-Odofin",Amuwo-Odofin,Lagos State,Enterprise,350000000.0
4bdrm Duplex in Sangotedo for sale,289.0,4,4,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,260000000.0
"4bdrm Duplex in Ikota ,Lekki for sale",278.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,220000000.0
5bdrm Duplex in Ikota for sale,276.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,300000000.0
3bdrm Apartment in Life Camp for sale,1500.0,3,4,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,900000000.0
"3bdrm Bungalow in Civic Residence, Ajah for sale",250.0,3,4,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,100000000.0
"2bdrm Duplex in Secured Area, Abule Egba for sale",300.0,2,2,Semi Furnished,"Lagos State, Abule Egba",Abule Egba,Lagos State,Enterprise,140000000.0
"4bdrm Duplex in Estate, Magodo for sale",290.0,4,4,Semi Furnished,"Lagos State, Magodo",Magodo,Lagos State,Enterprise,560000000.0
2bdrm Apartment in Ikate for sale,500.0,2,2,Semi Furnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,170000000.0
2bdrm Apartment in Ajah for sale,600.0,2,2,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,70000000.0
4bdrm Duplex in Ajah for sale,500.0,4,4,Semi Furnished,"Lagos State, Ajah",Ajah,Lagos State,Enterprise,160000000.0
Furnished 5bdrm Duplex in Sea Man Estate Lugbe for sale,120.0,5,6,Furnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja (FCT),Diamond,260000000.0
3bdrm Duplex in Ikota for sale,500.0,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,130000000.0
5bdrm Duplex in Lekki for sale,500.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,700000000.0
"4bdrm Bungalow in Hope, Akobo for sale",1000.0,4,4,Unfurnished,"Ibadan, Akobo",Akobo,Oyo State,Diamond,45000000.0
4bdrm Duplex in Off Ramat Ogudu for sale,300.0,4,4,Semi Furnished,"Ogudu, Ogudu-Orioke",Ogudu-Orioke,Lagos State,Diamond,80000000.0
2bdrm Apartment in Ikate for sale,140.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,180000000.0
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",100.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,12000000.0
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,100.0,2,2,Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,320000000.0
"5bdrm Duplex in Orchid, Lekki for sale",100.0,5,5,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Enterprise,650000000.0
4bdrm Duplex in Ikota Villa for sale,100.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,250000000.0
"4bdrm Duplex in Estate, Lugbe District for sale",850.0,4,4,Semi Furnished,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),Enterprise,300000000.0
"4bdrm Duplex in Estate., Mabushi for sale",350.0,4,4,Semi Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Enterprise,380000000.0
"Furnished 5bdrm Duplex in Estate, Life Camp for sale",2000.0,5,5,Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,500000000.0
5bdrm Duplex in Guzape for sale,600.0,5,5,Semi Furnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),Enterprise,1000000000.0
5bdrm Duplex in Kado for sale,700.0,5,6,Semi Furnished,"Abuja (FCT), Kado",Kado,Abuja (FCT),Diamond,750000000.0
"4bdrm Duplex in Ogba, Ikeja for sale",300.0,4,5,Semi Furnished,"Lagos State, Ikeja",Ikeja,Lagos State,Enterprise,250000000.0
"3bdrm Apartment in The Avenue, Ogudu GRA for sale",1000.0,3,3,Unfurnished,"Ogudu, Ogudu GRA",Ogudu GRA,Lagos State,Diamond,250000000.0
6bdrm Duplex in Katampe Extension for sale,700.0,6,6,Unfurnished,"Katampe, Katampe Extension",Katampe Extension,Abuja (FCT),Enterprise,1100000000.0
"4bdrm Duplex in Great Citizens, Ushafa for sale",600.0,4,6,Unfurnished,"Bwari, Ushafa",Ushafa,Abuja (FCT),Diamond,40000000.0
4bdrm Duplex in Uzoba for sale,700.0,4,4,Semi Furnished,"Port-Harcourt, Uzoba",Uzoba,Port-Harcourt,Diamond,250000000.0
6bdrm Duplex in Trans Amadi for sale,465.0,6,8,Semi Furnished,"Port-Harcourt, Trans Amadi",Trans Amadi,Port-Harcourt,Diamond,250000000.0
4bdrm Duplex in Life Camp for sale,200.0,4,5,Semi Furnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Diamond,165000000.0
3bdrm Apartment in Katampe (Main) for sale,100.0,3,4,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Diamond,130000000.0
3bdrm Duplex in Gaduwa for sale,250.0,3,5,Unfurnished,"Abuja (FCT), Gaduwa",Gaduwa,Abuja (FCT),Diamond,220000000.0
4bdrm Duplex in Dawaki for sale,250.0,4,5,Semi Furnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,200000000.0
3bdrm Duplex in Ikota Gra for sale,250.0,3,3,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,150000000.0
4bdrm Duplex in Abraham Adesanya for sale,300.0,4,4,Semi Furnished,"Surulere, Abraham Adesanya",Abraham Adesanya,Lagos State,Enterprise,150000000.0
3bdrm Apartment in Lekki Phase 1 for sale,300.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,380000000.0
"Furnished 3bdrm Bungalow in Millennium, Ijede / Ikorodu for sale",600.0,3,4,Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,Diamond,65000000.0
4bdrm Duplex in Abraham Adesanya Estate for sale,320.0,4,4,Unfurnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Enterprise,130000000.0
4bdrm Duplex in Ikota for sale,300.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,180000000.0
3bdrm Duplex in Abijo for sale,250.0,3,3,Unfurnished,"Ibeju, Abijo",Abijo,Lagos State,Enterprise,100000000.0
1bdrm Apartment in Ajiwe for sale,250.0,1,1,Unfurnished,"Ajah, Ajiwe",Ajiwe,Lagos State,Enterprise,70000000.0
5bdrm Duplex in Osapa London for sale,287.0,5,5,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,Enterprise,480000000.0
"4bdrm Duplex in Chief Lateef Oyelade, Rind Road for sale",500.0,4,5,Semi Furnished,"Ibadan, Rind Road",Rind Road,Oyo State,Enterprise,200000000.0
5bdrm House in Mabushi for sale,1200.0,5,5,Unfurnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Enterprise,670000000.0
"4bdrm Duplex in Hilltop, Ipaja / Ipaja for sale",300.0,4,5,Unfurnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,Diamond,60000000.0
1bdrm Apartment in Jahi for sale,100.0,1,2,Semi Furnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,110000000.0
"5bdrm Apartment in Power Line Estate, Ijesha for sale",60.0,5,5,Semi Furnished,"Surulere, Ijesha",Ijesha,Lagos State,False,250000000.0
"3bdrm House in Beechwood Park, Lakowe for sale",400.0,3,3,Unfurnished,"Ibeju, Lakowe",Lakowe,Lagos State,Diamond,150000000.0
4bdrm Duplex in Ire Akari Estate for sale,650.0,4,4,Semi Furnished,"Isolo, Ire Akari",Ire Akari,Lagos State,Diamond,180000000.0
"4bdrm Duplex in Secured Estate, Omole Phase 2 for sale",290.0,4,4,Semi Furnished,"Ikeja, Omole Phase 2",Omole Phase 2,Lagos State,Enterprise,450000000.0
"4bdrm Duplex in Secured Area, Ifako-Ogba for sale",250.0,4,4,Semi Furnished,"Ogba, Ifako-Ogba",Ifako-Ogba,Lagos State,Enterprise,240000000.0
"3bdrm Bungalow in Fort Court, Akala Express for sale",250.0,3,4,Semi Furnished,"Ibadan, Akala Express",Akala Express,Oyo State,Enterprise,55000000.0
3bdrm Apartment in Lekki Phase1 for sale,600.0,3,3,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,480000000.0
4bdrm Duplex in Ikeja GRA for sale,600.0,4,4,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,450000000.0
4bdrm Duplex in Abraham Adesanya Estate for sale,620.0,4,4,Semi Furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Enterprise,230000000.0
5bdrm Duplex in Lekki Phase1 for sale,600.0,5,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Enterprise,850000000.0
4bdrm Apartment in Banana Island for sale,350.0,4,5,Semi Furnished,"Ikoyi, Banana Island",Banana Island,Lagos State,Enterprise,800000000.0
3bdrm Apartment in Opebi Ikeja for sale,150.0,3,4,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,Enterprise,200000000.0
4bdrm Duplex in Ikeja Gra Lagos for sale,350.0,4,5,Unfurnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,950000000.0
4bdrm Duplex in Life Camp Abuja for sale,400.0,4,5,Unfurnished,"Gwarinpa, Life Camp",Life Camp,Abuja (FCT),Enterprise,350000000.0
Furnished 6bdrm Duplex in Port-Harcourt for sale,1000.0,6,6,Furnished,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,Enterprise,500000000.0
"4bdrm Duplex in Thomas Estate, Ajah for sale",400.0,4,6,Unfurnished,"Lagos State, Ajah",Ajah,Lagos State,Diamond,145000000.0
"16bdrm House in Old Ife Road, Alakia for sale",400.0,16,4,Unfurnished,"Ibadan, Alakia",Alakia,Oyo State,Enterprise,35000000.0
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",100.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,125000000.0
4bdrm Duplex in Ikota for sale,100.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,160000000.0
4bdrm Duplex in Ikota for sale,100.0,4,4,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Enterprise,150000000.0
Furnished 1bdrm Apartment in Victoria Island for sale,100.0,1,1,Furnished,"Lagos State, Victoria Island",Victoria Island,Lagos State,Enterprise,250000000.0
"2bdrm House in With-God, Akala Express for sale",500.0,2,2,Semi Furnished,"Ibadan, Akala Express",Akala Express,Oyo State,Enterprise,53000000.0
4bdrm Duplex in Ologolo for sale,100.0,4,4,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,Enterprise,160000000.0
4bdrm Duplex in Jahi for sale,1185.0,4,4,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,350000000.0
4bdrm Duplex in Isheri North Opic for sale,500.0,4,4,Unfurnished,"Ojodu, Isheri North",Isheri North,Lagos State,Enterprise,150000000.0
"4bdrm Duplex in Mobolaji Johnson, Lekki Phase 1 for sale",400.0,4,5,Semi Furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lagos State,Diamond,370000000.0
5bdrm Duplex in Magodo Gra Phase 2 for sale,600.0,5,5,Semi Furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Lagos State,Enterprise,780000000.0
5bdrm Duplex in Magodo Gra Phase 1 for sale,500.0,5,5,Unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,330000000.0
"3bdrm Apartment in Awuse, Opebi for sale",250.0,3,4,Unfurnished,"Ikeja, Opebi",Opebi,Lagos State,Enterprise,350000000.0
3bdrm Block of Flats in Katampe (Main) for sale,300.0,3,3,Unfurnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Enterprise,220000000.0
"4bdrm Bungalow in Aye Community Oda, Akure for sale",900.0,4,5,Semi Furnished,"Ondo State, Akure",Akure,Lagos State,Diamond,55000000.0
Furnished 5bdrm Duplex in Magodo Phase 1 for sale,250.0,5,6,Furnished,"Magodo, GRA Phase 1",GRA Phase 1,Lagos State,Enterprise,600000000.0
"5bdrm Duplex in A Well Secured, Chevron for sale",400.0,5,6,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Diamond,490000000.0
"4bdrm Duplex in A Secured Code To, Ado / Ajah for sale",350.0,4,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Diamond,155000000.0
"5bdrm Duplex in A Well Secured, Ikate for sale",400.0,5,5,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Diamond,570000000.0
Furnished 4bdrm Duplex in Sangotedo for sale,250.0,4,4,Furnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,165000000.0
4bdrm Bungalow in Ibadan for sale,1000.0,4,5,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,220000000.0
3bdrm Bungalow in Ibadan for sale,312.0,3,3,Unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,45000000.0
"3bdrm Duplex in Unity House, Marina for sale",1000.0,3,4,Unfurnished,"Lagos Island (Eko), Marina",Marina,Lagos State,Diamond,125000000.0
Furnished 5bdrm Duplex in Ibadan for sale,760.0,5,6,Furnished,"Oyo State, Ibadan",Ibadan,Oyo State,Diamond,320000000.0
"5bdrm Duplex in Lekki, Osapa london for sale",600.0,5,3,Unfurnished,"Lekki, Osapa london",Osapa london,Lagos State,Diamond,990000000.0
5bdrm Duplex in Asokoro for sale,900.0,5,5,Unfurnished,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),Enterprise,600000000.0
"3bdrm Block of Flats in With Bq, Mabushi for sale",400.0,3,3,Semi Furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),Diamond,180000000.0
Furnished 3bdrm Bungalow in Ushafa for sale,1000.0,3,4,Furnished,"Bwari, Ushafa",Ushafa,Abuja (FCT),Diamond,70000000.0
5bdrm Duplex in Ologolo for sale,400.0,5,5,Unfurnished,"Lekki, Ologolo",Ologolo,Lagos State,Diamond,320000000.0
"4bdrm Duplex in Orchid, Lekki for sale",350.0,4,4,Unfurnished,"Lagos State, Lekki",Lekki,Lagos State,Diamond,190000000.0
6bdrm Duplex in Jabi for sale,350.0,6,6,Unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),Diamond,400000000.0
3bdrm Apartment in Dawaki for sale,150.0,3,4,Semi Furnished,"Gwarinpa, Dawaki",Dawaki,Abuja (FCT),Diamond,120000000.0
3bdrm Apartment in Wuye for sale,100.0,3,4,Unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,170000000.0
"3bdrm Block of Flats in Of Granmate, Ago Palace for sale",250.0,3,2,Semi Furnished,"Isolo, Ago Palace",Ago Palace,Lagos State,Diamond,250000000.0
"4bdrm Duplex in Dantata Estate, for sale",400.0,4,5,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,195000000.0
"4bdrm Duplex in Lekki Palm City, Ado / Ajah for sale",400.0,4,4,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,200000000.0
4bdrm Duplex in Lekki Expressway for sale,300.0,4,4,Semi Furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lagos State,Enterprise,250000000.0
3bdrm Bungalow in Lake Estate Mopol for sale,500.0,3,4,Semi Furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),Diamond,60000000.0
"Furnished 4bdrm Duplex in Love Estate, Ijede / Ikorodu for sale",300.0,4,4,Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,Diamond,70000000.0
"Furnished 3bdrm Bungalow in Ewu Owa, Gberigbe for sale",600.0,3,4,Furnished,"Ikorodu, Gberigbe",Gberigbe,Lagos State,Diamond,45000000.0
"Furnished 3bdrm Bungalow in Eleshin, Ijede / Ikorodu for sale",600.0,3,4,Furnished,"Ikorodu, Ijede / Ikorodu",Ijede / Ikorodu,Lagos State,Diamond,45000000.0
"4bdrm Duplex in Orchid, Chevron for sale",250.0,4,4,Unfurnished,"Lekki, Chevron",Chevron,Lagos State,Enterprise,170000000.0
4bdrm Duplex in Agungi for sale,1200.0,4,4,Unfurnished,"Lekki, Agungi",Agungi,Lagos State,Enterprise,180000000.0
"2bdrm Apartment in Ikate, Lekki for sale",300.0,2,2,Unfurnished,"Lekki, Ikate",Ikate,Lagos State,Enterprise,160000000.0
"2bdrm Apartment in Oniru, Victoria Island Extension for sale",300.0,2,2,Unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Lagos State,Enterprise,300000000.0
5bdrm Duplex in Ado / Ajah for sale,250.0,5,5,Unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Lagos State,Enterprise,300000000.0
"Furnished 3bdrm Bungalow in Supercell Estate, Apo Resettlement for sale",500.0,3,4,Furnished,"Apo District, Apo Resettlement",Apo Resettlement,Abuja (FCT),Enterprise,140000000.0
Furnished 2bdrm Apartment in Wuye for sale,100.0,2,2,Furnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),Diamond,200000000.0
4bdrm Duplex in Lekki Phase 2 for sale,400.0,4,4,Semi Furnished,"Lekki, Lekki Phase 2",Lekki Phase 2,Lagos State,Diamond,125000000.0
"8bdrm Block of Flats in Majek Abijo, Sangotedo for sale",500.0,8,8,Unfurnished,"Ajah, Sangotedo",Sangotedo,Lagos State,Diamond,100000000.0
4bdrm Bungalow in Igando-Oloja for sale,500.0,4,4,Semi Furnished,"Ibeju, Igando-Oloja",Igando-Oloja,Lagos State,Diamond,80000000.0
"5bdrm Duplex in Orchid Road, Ikota for sale",298.0,5,5,Unfurnished,"Lekki, Ikota",Ikota,Lagos State,Diamond,550000000.0
"Furnished 1bdrm Block of Flats in Okude, Ipaja / Ipaja for sale",600.0,1,1,Furnished,"Ipaja, Ipaja / Ipaja",Ipaja / Ipaja,Lagos State,Diamond,75000000.0
"4bdrm House in Ajah, Abraham Adesanya Estate for sale",100.0,4,4,Semi Furnished,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Lagos State,Diamond,198000000.0
"Furnished 2bdrm Block of Flats in Chief Olubode Estate, Egbeda for sale",150.0,2,2,Furnished,"Alimosho, Egbeda",Egbeda,Lagos State,Diamond,150000000.0
"Furnished 3bdrm Block of Flats in Peace Estate, Baruwa for sale",600.0,3,3,Furnished,"Ipaja, Baruwa",Baruwa,Lagos State,Diamond,135000000.0
3bdrm Block of Flats in Garki 2 for sale,1000.0,3,4,Unfurnished,"Abuja (FCT), Garki 2",Garki 2,Abuja (FCT),Diamond,750000000.0
"3bdrm Bungalow in Goldmind Estate, FHA for sale",750.0,3,4,Semi Furnished,"Lugbe District, FHA",FHA,Abuja (FCT),Diamond,65000000.0
5bdrm Duplex in Jahi for sale,250.0,5,5,Unfurnished,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),Diamond,600000000.0
4bdrm Duplex in Katampe Abuja (7Min for sale,350.0,4,5,Semi Furnished,"Katampe, Katampe (Main)",Katampe (Main),Abuja (FCT),Enterprise,180000000.0
"Furnished 2bdrm Block of Flats in Secured Area, Aguda / Ogba for sale",550.0,2,2,Furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Lagos State,Enterprise,670000000.0
6bdrm Duplex in Lugbe District. for sale,600.0,6,7,Unfurnished,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Abuja (FCT),Diamond,85000000.0
"5bdrm Duplex in Estate, Ikeja GRA for sale",350.0,5,5,Semi Furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Lagos State,Enterprise,1100000000.0
5bdrm Duplex in Ajao Estate Airport for sale,650.0,5,6,Semi Furnished,"Isolo, Ajao Estate",Ajao Estate,Lagos State,Diamond,260000000.0
